"","KID","PPE","year"
"2112",3248004,NA,1997
"2113",3248005,NA,1997
"2114",3249004,NA,1997
"2115",3249007,NA,1997
"2116",3250003,NA,1997
"2117",3250004,3200,1997
"2118",3257003,NA,1997
"2119",3257004,NA,1997
"2120",3258004,NA,1997
"2121",3258005,NA,1997
"2122",3265003,NA,1997
"2123",3265004,NA,1997
"2124",3270002,NA,1997
"2125",3275003,NA,1997
"2126",3275004,NA,1997
"2127",3276004,NA,1997
"2128",3277003,NA,1997
"2129",3277004,NA,1997
"2130",3279006,NA,1997
"2131",3279007,NA,1997
"2132",3282005,NA,1997
"2133",3282007,2600,1997
"2134",3289003,NA,1997
"2135",3291003,5915,1997
"2136",3294004,NA,1997
"2137",3302003,NA,1997
"2138",3302004,NA,1997
"2139",3303007,NA,1997
"2140",3308003,NA,1997
"2141",3309003,3000,1997
"2142",3309004,NA,1997
"2143",3310003,NA,1997
"2144",3311005,NA,1997
"2145",3311007,NA,1997
"2146",3312005,NA,1997
"2147",3317003,NA,1997
"2148",3317004,1380,1997
"2149",3318003,NA,1997
"2150",3320002,3700,1997
"2151",3323003,NA,1997
"2152",3323004,NA,1997
"2153",3326003,NA,1997
"2154",3328005,NA,1997
"2155",3328006,NA,1997
"2156",3330003,NA,1997
"2157",3331006,NA,1997
"2158",3331008,NA,1997
"2159",3332003,NA,1997
"2160",3332004,NA,1997
"2161",3333003,NA,1997
"2162",3336003,NA,1997
"2163",3336005,4300,1997
"2164",3343003,NA,1997
"2165",3345003,NA,1997
"2166",3345005,NA,1997
"2167",3346003,NA,1997
"2168",3347005,NA,1997
"2169",3348006,NA,1997
"2170",3349003,3000,1997
"2171",3349004,NA,1997
"2172",3350003,NA,1997
"2173",3352003,NA,1997
"2174",3353003,NA,1997
"2175",3353004,NA,1997
"2176",3355005,NA,1997
"2177",3355006,NA,1997
"2178",3356006,NA,1997
"2179",3360002,NA,1997
"2180",3360003,NA,1997
"2181",3365004,NA,1997
"2182",3365005,NA,1997
"2183",3367003,NA,1997
"2184",3367004,NA,1997
"2185",3368007,NA,1997
"2186",3368008,NA,1997
"2187",3369004,NA,1997
"2188",3369007,NA,1997
"2189",3371004,NA,1997
"2190",3371005,NA,1997
"2191",3372007,NA,1997
"2192",3372008,NA,1997
"2193",3373003,3100,1997
"2194",3373004,NA,1997
"2195",3374005,NA,1997
"2196",3375005,NA,1997
"2197",3375006,NA,1997
"2198",3376006,NA,1997
"2199",3376007,NA,1997
"2200",3378003,NA,1997
"2201",3378004,NA,1997
"2202",3380004,3100,1997
"2203",3380005,NA,1997
"2204",3382003,NA,1997
"2205",3382004,NA,1997
"2206",3386003,NA,1997
"2207",3386004,NA,1997
"2208",3387003,NA,1997
"2209",3389003,NA,1997
"2210",3390003,NA,1997
"2211",3396004,NA,1997
"2212",3397003,NA,1997
"2213",3397007,NA,1997
"2214",3403005,NA,1997
"2215",3403006,NA,1997
"2216",3404003,NA,1997
"2217",3404004,NA,1997
"2218",3407003,NA,1997
"2219",3407004,NA,1997
"2220",3408004,NA,1997
"2221",3409003,NA,1997
"2222",3409004,NA,1997
"2223",3413005,NA,1997
"2224",3416003,NA,1997
"2225",3417003,NA,1997
"2226",3420004,NA,1997
"2227",3420005,NA,1997
"2228",3422003,NA,1997
"2229",3422004,NA,1997
"2230",3425004,NA,1997
"2231",3427004,3400,1997
"2232",3427005,NA,1997
"2233",3429004,NA,1997
"2234",3429005,NA,1997
"2235",3437003,NA,1997
"2236",3437007,NA,1997
"2237",3441003,NA,1997
"2238",3441005,NA,1997
"2239",5012038,NA,1997
"2240",5012039,NA,1997
"2241",5012177,NA,1997
"2242",5014035,NA,1997
"2243",5014040,NA,1997
"2244",5015034,NA,1997
"2245",5015035,NA,1997
"2246",5015036,NA,1997
"2247",5015177,NA,1997
"2248",5016033,NA,1997
"2249",5016034,NA,1997
"2250",5017032,NA,1997
"2251",5017175,NA,1997
"2252",5018033,NA,1997
"2253",5018034,NA,1997
"2254",5031038,NA,1997
"2255",5031039,NA,1997
"2256",5031040,NA,1997
"2257",5031041,NA,1997
"2258",5031042,NA,1997
"2259",5031043,NA,1997
"2260",5031044,NA,1997
"2261",5031046,NA,1997
"2262",5031050,NA,1997
"2263",5031052,NA,1997
"2264",5034040,NA,1997
"2265",5034042,4868,1997
"2266",5034043,NA,1997
"2267",5035031,NA,1997
"2268",5036031,NA,1997
"2269",5037034,NA,1997
"2270",5037185,NA,1997
"2271",5040033,NA,1997
"2272",5040181,NA,1997
"2273",5045033,NA,1997
"2274",5046176,NA,1997
"2275",5046177,2250,1997
"2276",5047031,NA,1997
"2277",5047032,NA,1997
"2278",5048039,NA,1997
"2279",5048041,NA,1997
"2280",5048045,NA,1997
"2281",5048046,NA,1997
"2282",5052048,NA,1997
"2283",5052049,NA,1997
"2284",5052050,NA,1997
"2285",5052051,NA,1997
"2286",5052052,NA,1997
"2287",5052192,NA,1997
"2288",5055037,3000,1997
"2289",5055038,6000,1997
"2290",5055042,NA,1997
"2291",5055043,NA,1997
"2292",5055044,NA,1997
"2293",5055176,5500,1997
"2294",5057038,NA,1997
"2295",5057041,NA,1997
"2296",5057042,5700,1997
"2297",5057044,NA,1997
"2298",5057045,NA,1997
"2299",5057047,NA,1997
"2300",5057196,NA,1997
"2301",5057197,NA,1997
"2302",5057198,NA,1997
"2303",5061034,NA,1997
"2304",5061035,NA,1997
"2305",5065037,NA,1997
"2306",5065038,NA,1997
"2307",5065039,NA,1997
"2308",5065040,NA,1997
"2309",5065043,NA,1997
"2310",5065045,NA,1997
"2311",5065046,NA,1997
"2312",5066037,NA,1997
"2313",5066039,NA,1997
"2314",5066040,NA,1997
"2315",5066041,NA,1997
"2316",5066181,NA,1997
"2317",5067035,NA,1997
"2318",5067036,NA,1997
"2319",5069037,NA,1997
"2320",5069038,NA,1997
"2321",5070175,5400,1997
"2322",5071035,5000,1997
"2323",5071036,NA,1997
"2324",5082030,NA,1997
"2325",5120030,NA,1997
"2326",5120031,NA,1997
"2327",5120032,NA,1997
"2328",5120033,NA,1997
"2329",5126035,NA,1997
"2330",5133033,NA,1997
"2331",5133034,NA,1997
"2332",5133035,NA,1997
"2333",5136039,NA,1997
"2334",5136040,NA,1997
"2335",5136041,NA,1997
"2336",5136042,NA,1997
"2337",5136043,NA,1997
"2338",5136180,NA,1997
"2339",5136181,NA,1997
"2340",5136183,NA,1997
"2341",5142033,NA,1997
"2342",5142034,NA,1997
"2343",5142035,NA,1997
"2344",5145034,NA,1997
"2345",5145035,NA,1997
"2346",5145176,NA,1997
"2347",5145177,NA,1997
"2348",5154039,NA,1997
"2349",5154041,NA,1997
"2350",5154044,NA,1997
"2351",5154045,NA,1997
"2352",5154046,NA,1997
"2353",5163032,NA,1997
"2354",5164032,4000,1997
"2355",5164034,NA,1997
"2356",5170038,NA,1997
"2357",5170040,NA,1997
"2358",5170041,NA,1997
"2359",5170042,NA,1997
"2360",5170043,NA,1997
"2361",5170185,NA,1997
"2362",5171032,NA,1997
"2363",5177033,5705.88,1997
"2364",5177035,NA,1997
"2365",5177036,NA,1997
"2366",5180032,4300,1997
"2367",5182040,NA,1997
"2368",5182041,NA,1997
"2369",5182042,NA,1997
"2370",5182043,NA,1997
"2371",5182044,NA,1997
"2372",5182045,NA,1997
"2373",5182046,NA,1997
"2374",5182047,NA,1997
"2375",5182048,NA,1997
"2376",5199035,NA,1997
"2377",5215032,NA,1997
"2378",5215033,NA,1997
"2379",5216171,NA,1997
"2380",5219035,NA,1997
"2381",5219193,NA,1997
"2382",5230039,NA,1997
"2383",5230041,NA,1997
"2384",5230042,NA,1997
"2385",5230196,NA,1997
"2386",5230197,NA,1997
"2387",5234030,NA,1997
"2388",5234031,NA,1997
"2389",5241172,NA,1997
"2390",5259039,NA,1997
"2391",5264031,NA,1997
"2392",5264032,NA,1997
"2393",5274031,NA,1997
"2394",5274032,NA,1997
"2395",5281032,NA,1997
"2396",5287032,NA,1997
"2397",5287034,NA,1997
"2398",5287035,NA,1997
"2399",5287036,NA,1997
"2400",5287186,NA,1997
"2401",5287193,NA,1997
"2402",5287194,NA,1997
"2403",5290034,4115,1997
"2404",5290185,NA,1997
"2405",5292039,4795.95,1997
"2406",5292040,NA,1997
"2407",5292043,NA,1997
"2408",5299040,NA,1997
"2409",5299041,NA,1997
"2410",5299042,3947,1997
"2411",5299043,NA,1997
"2412",5299047,NA,1997
"2413",5299050,NA,1997
"2414",5299055,NA,1997
"2415",5299056,NA,1997
"2416",5299057,NA,1997
"2417",5299058,NA,1997
"2418",5299177,NA,1997
"2419",5299178,NA,1997
"2420",5302037,NA,1997
"2421",5302182,NA,1997
"2422",5305034,NA,1997
"2423",5305035,NA,1997
"2424",5305036,NA,1997
"2425",5305037,NA,1997
"2426",5306032,NA,1997
"2427",5306033,NA,1997
"2428",5306173,NA,1997
"2429",5308032,NA,1997
"2430",5308033,NA,1997
"2431",5314032,5000,1997
"2432",5314034,1400,1997
"2433",5314035,NA,1997
"2434",5314036,NA,1997
"2435",5314037,NA,1997
"2436",5314038,NA,1997
"2437",5315034,6324,1997
"2438",5315036,6324,1997
"2439",5321033,NA,1997
"2440",5323030,NA,1997
"2441",5332041,NA,1997
"2442",5332042,NA,1997
"2443",5332043,NA,1997
"2444",5332187,NA,1997
"2445",5335035,NA,1997
"2446",5335036,NA,1997
"2447",5336030,NA,1997
"2448",5343179,NA,1997
"2449",5343180,NA,1997
"2450",5348032,NA,1997
"2451",5348033,NA,1997
"2452",5348034,NA,1997
"2453",5350037,NA,1997
"2454",5350039,NA,1997
"2455",5350178,NA,1997
"2456",5363032,NA,1997
"2457",5363033,NA,1997
"2458",5363034,NA,1997
"2459",5363035,NA,1997
"2460",5366047,NA,1997
"2461",5366048,NA,1997
"2462",5366049,NA,1997
"2463",5366193,NA,1997
"2464",5366195,NA,1997
"2465",5375030,NA,1997
"2466",5379032,4276,1997
"2467",5379033,4276,1997
"2468",5381032,NA,1997
"2469",5392035,NA,1997
"2470",5392038,NA,1997
"2471",5392039,NA,1997
"2472",5392040,NA,1997
"2473",5393036,NA,1997
"2474",5393037,NA,1997
"2475",5393038,NA,1997
"2476",5393179,NA,1997
"2477",5395035,NA,1997
"2478",5395037,NA,1997
"2479",5396034,NA,1997
"2480",5397033,NA,1997
"2481",5397034,NA,1997
"2482",5397036,NA,1997
"2483",5403030,35,1997
"2484",5403174,NA,1997
"2485",5406033,NA,1997
"2486",5406176,NA,1997
"2487",5416035,NA,1997
"2488",5417182,NA,1997
"2489",5417183,NA,1997
"2490",5424033,NA,1997
"2491",5424034,NA,1997
"2492",5425033,NA,1997
"2493",5425034,NA,1997
"2494",5429031,NA,1997
"2495",5429032,NA,1997
"2496",5429033,NA,1997
"2497",5429035,NA,1997
"2498",5430043,NA,1997
"2499",5430044,NA,1997
"2500",5430045,35,1997
"2501",5430046,NA,1997
"2502",5430047,NA,1997
"2503",5430050,NA,1997
"2504",5430052,NA,1997
"2505",5430053,NA,1997
"2506",5430184,NA,1997
"2507",5430195,NA,1997
"2508",5430196,35,1997
"2509",5430197,NA,1997
"2510",5430198,NA,1997
"2511",5440032,NA,1997
"2512",5440033,NA,1997
"2513",5442174,NA,1997
"2514",5442175,NA,1997
"2515",5442177,NA,1997
"2516",5442178,NA,1997
"2517",5443037,NA,1997
"2518",5446032,NA,1997
"2519",5447032,NA,1997
"2520",5447033,NA,1997
"2521",5447034,NA,1997
"2522",5449033,NA,1997
"2523",5449034,NA,1997
"2524",5451030,NA,1997
"2525",5458035,NA,1997
"2526",5458036,NA,1997
"2527",5458037,NA,1997
"2528",5458173,NA,1997
"2529",5459032,NA,1997
"2530",5462031,NA,1997
"2531",5462032,NA,1997
"2532",5462033,NA,1997
"2533",5462034,15,1997
"2534",5462035,NA,1997
"2535",5462036,NA,1997
"2536",5463040,NA,1997
"2537",5463041,NA,1997
"2538",5463044,NA,1997
"2539",5463045,NA,1997
"2540",5463180,NA,1997
"2541",5464040,NA,1997
"2542",5464041,350,1997
"2543",5464042,NA,1997
"2544",5464043,NA,1997
"2545",5464183,NA,1997
"2546",5476030,NA,1997
"2547",5478032,NA,1997
"2548",5478033,NA,1997
"2549",5478034,NA,1997
"2550",5479031,6000,1997
"2551",5488031,NA,1997
"2552",5491033,NA,1997
"2553",5491034,NA,1997
"2554",5493039,NA,1997
"2555",5493042,NA,1997
"2556",5495032,NA,1997
"2557",5495033,NA,1997
"2558",5495034,NA,1997
"2559",5495176,NA,1997
"2560",5499032,NA,1997
"2561",5499033,NA,1997
"2562",5499036,NA,1997
"2563",5501039,NA,1997
"2564",5501041,3648,1997
"2565",5501044,NA,1997
"2566",5501182,NA,1997
"2567",5503032,NA,1997
"2568",5503176,NA,1997
"2569",5503185,NA,1997
"2570",5521171,NA,1997
"2571",5526044,NA,1997
"2572",5526046,NA,1997
"2573",5526047,NA,1997
"2574",5526048,2375,1997
"2575",5526049,33,1997
"2576",5526196,NA,1997
"2577",5526197,NA,1997
"2578",5527031,NA,1997
"2579",5534032,NA,1997
"2580",5537037,NA,1997
"2581",5537038,NA,1997
"2582",5537039,NA,1997
"2583",5537041,NA,1997
"2584",5537042,NA,1997
"2585",5537044,NA,1997
"2586",5537180,NA,1997
"2587",5539036,NA,1997
"2588",5539037,NA,1997
"2589",5539038,NA,1997
"2590",5539039,NA,1997
"2591",5539040,NA,1997
"2592",5539184,NA,1997
"2593",5539187,NA,1997
"2594",5539191,NA,1997
"2595",5542032,NA,1997
"2596",5547035,NA,1997
"2597",5547040,NA,1997
"2598",5547041,NA,1997
"2599",5548036,NA,1997
"2600",5548037,NA,1997
"2601",5548038,NA,1997
"2602",5548042,NA,1997
"2603",5549033,NA,1997
"2604",5549034,NA,1997
"2605",5549036,NA,1997
"2606",5553031,2800,1997
"2607",5559034,NA,1997
"2608",5559036,NA,1997
"2609",5559037,NA,1997
"2610",5560040,NA,1997
"2611",5560041,NA,1997
"2612",5560042,NA,1997
"2613",5562032,NA,1997
"2614",5565176,NA,1997
"2615",5569038,NA,1997
"2616",5569039,NA,1997
"2617",5569180,NA,1997
"2618",5569181,NA,1997
"2619",5569183,NA,1997
"2620",5569197,NA,1997
"2621",5569198,NA,1997
"2622",5570041,78.72,1997
"2623",5570042,5188.71,1997
"2624",5570043,5188.71,1997
"2625",5570044,NA,1997
"2626",5570047,NA,1997
"2627",5570189,NA,1997
"2628",5570200,NA,1997
"2629",5570201,NA,1997
"2630",5570204,NA,1997
"2631",5573041,NA,1997
"2632",5573042,NA,1997
"2633",5573043,NA,1997
"2634",5573044,NA,1997
"2635",5576037,NA,1997
"2636",5576038,3431.69,1997
"2637",5576041,NA,1997
"2638",5576176,NA,1997
"2639",5584033,NA,1997
"2640",5592031,NA,1997
"2641",5592032,NA,1997
"2642",5592033,NA,1997
"2643",5592177,NA,1997
"2644",5592179,NA,1997
"2645",5600030,NA,1997
"2646",5600032,NA,1997
"2647",5608030,NA,1997
"2648",5608031,NA,1997
"2649",5610031,NA,1997
"2650",5610032,NA,1997
"2651",5610033,NA,1997
"2652",5610034,NA,1997
"2653",5612037,NA,1997
"2654",5612039,NA,1997
"2655",5612040,NA,1997
"2656",5612041,NA,1997
"2657",5612042,NA,1997
"2658",5613041,NA,1997
"2659",5613043,5188.71,1997
"2660",5613044,NA,1997
"2661",5613045,NA,1997
"2662",5613046,NA,1997
"2663",5613048,NA,1997
"2664",5613049,NA,1997
"2665",5613191,5188.71,1997
"2666",5614034,NA,1997
"2667",5614036,NA,1997
"2668",5614037,NA,1997
"2669",5614038,NA,1997
"2670",5614180,NA,1997
"2671",5615037,NA,1997
"2672",5615038,NA,1997
"2673",5615182,NA,1997
"2674",5619037,1800,1997
"2675",5619038,NA,1997
"2676",5619039,18,1997
"2677",5621031,2000,1997
"2678",5621032,3800,1997
"2679",5621033,NA,1997
"2680",5621034,NA,1997
"2681",5623046,NA,1997
"2682",5623047,NA,1997
"2683",5623048,NA,1997
"2684",5623049,NA,1997
"2685",5623053,NA,1997
"2686",5623054,NA,1997
"2687",5623055,NA,1997
"2688",5625032,NA,1997
"2689",5626034,35,1997
"2690",5626035,NA,1997
"2691",5628033,NA,1997
"2692",5628035,18,1997
"2693",5628037,NA,1997
"2694",5628041,NA,1997
"2695",5628175,NA,1997
"2696",5628183,NA,1997
"2697",5635039,NA,1997
"2698",5635043,NA,1997
"2699",5635180,NA,1997
"2700",5635183,NA,1997
"2701",5635192,NA,1997
"2702",5640033,NA,1997
"2703",5640035,NA,1997
"2704",5641037,NA,1997
"2705",5641038,NA,1997
"2706",5642032,NA,1997
"2707",5643030,NA,1997
"2708",5643031,NA,1997
"2709",5646035,NA,1997
"2710",5646038,NA,1997
"2711",5653033,NA,1997
"2712",5653034,NA,1997
"2713",5655035,NA,1997
"2714",5655037,NA,1997
"2715",5655040,NA,1997
"2716",5656044,NA,1997
"2717",5656045,NA,1997
"2718",5660030,NA,1997
"2719",5660031,NA,1997
"2720",5663046,5700,1997
"2721",5663047,3300,1997
"2722",5663048,NA,1997
"2723",5663049,NA,1997
"2724",5663050,NA,1997
"2725",5663052,NA,1997
"2726",5663053,NA,1997
"2727",5664032,NA,1997
"2728",5664033,NA,1997
"2729",5676034,NA,1997
"2730",5677040,NA,1997
"2731",5677043,NA,1997
"2732",5678034,NA,1997
"2733",5678036,NA,1997
"2734",5678037,NA,1997
"2735",5678038,NA,1997
"2736",5678039,NA,1997
"2737",5678041,NA,1997
"2738",5680031,NA,1997
"2739",5680032,NA,1997
"2740",5680033,NA,1997
"2741",5680034,NA,1997
"2742",5681041,NA,1997
"2743",5681042,NA,1997
"2744",5683041,NA,1997
"2745",5683042,NA,1997
"2746",5683043,NA,1997
"2747",5683183,NA,1997
"2748",5684038,NA,1997
"2749",5684039,6500,1997
"2750",5684040,NA,1997
"2751",5684041,NA,1997
"2752",5684198,NA,1997
"2753",5684201,NA,1997
"2754",5689198,NA,1997
"2755",5693042,NA,1997
"2756",5693049,NA,1997
"2757",5693196,NA,1997
"2758",5693204,NA,1997
"2759",5698034,NA,1997
"2760",5698170,NA,1997
"2761",5706039,NA,1997
"2762",5706040,NA,1997
"2763",5706208,NA,1997
"2764",5706209,NA,1997
"2765",5714032,NA,1997
"2766",5714033,NA,1997
"2767",5715033,NA,1997
"2768",5715035,NA,1997
"2769",5748035,NA,1997
"2770",5748036,NA,1997
"2771",5749044,NA,1997
"2772",5749046,NA,1997
"2773",5749047,NA,1997
"2774",5749048,NA,1997
"2775",5750033,NA,1997
"2776",5770031,NA,1997
"2777",5771030,NA,1997
"2778",5774032,32,1997
"2779",5774033,NA,1997
"2780",5780031,1950,1997
"2781",5784032,NA,1997
"2782",5784037,NA,1997
"2783",5801033,NA,1997
"2784",5801034,NA,1997
"2785",5801035,NA,1997
"2786",5812046,NA,1997
"2787",5812047,NA,1997
"2788",5812048,NA,1997
"2789",5812050,4758.63,1997
"2790",5812051,NA,1997
"2791",5812052,NA,1997
"2792",5812053,NA,1997
"2793",5812054,NA,1997
"2794",5812057,NA,1997
"2795",5812059,NA,1997
"2796",5812060,NA,1997
"2797",5812061,NA,1997
"2798",5812207,NA,1997
"2799",5813034,NA,1997
"2800",5813035,NA,1997
"2801",5814039,NA,1997
"2802",5814040,NA,1997
"2803",5814184,NA,1997
"2804",5814185,NA,1997
"2805",5814186,NA,1997
"2806",5819034,NA,1997
"2807",5820034,NA,1997
"2808",5820035,NA,1997
"2809",5821030,NA,1997
"2810",5821173,NA,1997
"2811",5821174,NA,1997
"2812",5825030,NA,1997
"2813",5825031,NA,1997
"2814",5826036,25,1997
"2815",5831177,NA,1997
"2816",5832030,NA,1997
"2817",5834034,NA,1997
"2818",5834184,NA,1997
"2819",5835036,NA,1997
"2820",5835181,NA,1997
"2821",5841035,NA,1997
"2822",5841038,NA,1997
"2823",5849043,NA,1997
"2824",5849047,NA,1997
"2825",5853044,NA,1997
"2826",5853194,NA,1997
"2827",5858037,NA,1997
"2828",5858038,NA,1997
"2829",5858039,NA,1997
"2830",5858188,NA,1997
"2831",5861034,4500,1997
"2832",5861035,4500,1997
"2833",5863038,NA,1997
"2834",5863039,NA,1997
"2835",5863040,NA,1997
"2836",5863044,NA,1997
"2837",5864178,NA,1997
"2838",5864179,NA,1997
"2839",5871030,NA,1997
"2840",5871171,2470,1997
"2841",5872037,NA,1997
"2842",5872038,NA,1997
"2843",5872040,NA,1997
"2844",5872041,NA,1997
"2845",5874179,NA,1997
"2846",5875172,NA,1997
"2847",5876032,NA,1997
"2848",5876033,NA,1997
"2849",5885033,NA,1997
"2850",5897031,NA,1997
"2851",5897032,6000,1997
"2852",5898034,NA,1997
"2853",5898037,NA,1997
"2854",5899031,NA,1997
"2855",5899032,NA,1997
"2856",5900035,NA,1997
"2857",5900036,6000,1997
"2858",5900037,NA,1997
"2859",5900039,NA,1997
"2860",5900040,NA,1997
"2861",5900175,NA,1997
"2862",5901038,NA,1997
"2863",5901040,NA,1997
"2864",5901041,NA,1997
"2865",5901042,NA,1997
"2866",5901043,NA,1997
"2867",5903033,NA,1997
"2868",5904044,NA,1997
"2869",5904045,NA,1997
"2870",5904048,NA,1997
"2871",5904049,NA,1997
"2872",5904050,NA,1997
"2873",5904052,NA,1997
"2874",5909037,NA,1997
"2875",5916037,NA,1997
"2876",5916038,NA,1997
"2877",5916039,NA,1997
"2878",5921032,NA,1997
"2879",5922039,NA,1997
"2880",5922040,NA,1997
"2881",5922043,NA,1997
"2882",5922204,NA,1997
"2883",5922205,NA,1997
"2884",5922206,NA,1997
"2885",5922208,NA,1997
"2886",5925041,NA,1997
"2887",5925176,NA,1997
"2888",5926031,NA,1997
"2889",5926032,NA,1997
"2890",5926033,NA,1997
"2891",5926034,NA,1997
"2892",5926036,NA,1997
"2893",5926172,NA,1997
"2894",5938033,NA,1997
"2895",5938034,NA,1997
"2896",5940032,NA,1997
"2897",5942037,NA,1997
"2898",5942038,NA,1997
"2899",5942174,NA,1997
"2900",5947034,NA,1997
"2901",5959036,NA,1997
"2902",5960042,NA,1997
"2903",5960043,NA,1997
"2904",5960044,NA,1997
"2905",5960045,NA,1997
"2906",5960047,NA,1997
"2907",5960048,NA,1997
"2908",5964030,NA,1997
"2909",5964032,NA,1997
"2910",5965037,NA,1997
"2911",5965185,NA,1997
"2912",5968033,NA,1997
"2913",5968034,NA,1997
"2914",5969034,NA,1997
"2915",5977035,1200,1997
"2916",5984034,3000,1997
"2917",5984035,NA,1997
"2918",5987035,NA,1997
"2919",5987036,NA,1997
"2920",5987192,NA,1997
"2921",5990035,NA,1997
"2922",5990036,NA,1997
"2923",5990037,NA,1997
"2924",5990177,NA,1997
"2925",5990178,NA,1997
"2926",5990180,5583,1997
"2927",5991031,NA,1997
"2928",5991032,NA,1997
"2929",5991033,NA,1997
"2930",5991034,NA,1997
"2931",5994032,NA,1997
"2932",5995032,NA,1997
"2933",5995033,NA,1997
"2934",5995034,NA,1997
"2935",5995038,NA,1997
"2936",5995040,NA,1997
"2937",5995042,NA,1997
"2938",5995043,NA,1997
"2939",5995044,NA,1997
"2940",5998034,NA,1997
"2941",6023033,NA,1997
"2942",6023035,NA,1997
"2943",6024033,NA,1997
"2944",6024034,NA,1997
"2945",6024035,NA,1997
"2946",6028043,NA,1997
"2947",6028180,2000,1997
"2948",6028181,2000,1997
"2949",6030034,NA,1997
"2950",6030036,NA,1997
"2951",6030037,NA,1997
"2952",6030038,7000,1997
"2953",6040035,NA,1997
"2954",6040036,NA,1997
"2955",6041035,NA,1997
"2956",6041036,NA,1997
"2957",6041039,NA,1997
"2958",6041173,NA,1997
"2959",6041174,NA,1997
"2960",6051183,NA,1997
"2961",6051185,NA,1997
"2962",6053034,NA,1997
"2963",6053035,NA,1997
"2964",6053037,NA,1997
"2965",6053039,NA,1997
"2966",6054032,NA,1997
"2967",6054033,NA,1997
"2968",6060030,7000,1997
"2969",6060031,NA,1997
"2970",6064037,NA,1997
"2971",6064038,NA,1997
"2972",6066030,NA,1997
"2973",6066031,NA,1997
"2974",6069171,NA,1997
"2975",6073033,NA,1997
"2976",6073034,NA,1997
"2977",6073036,NA,1997
"2978",6073037,NA,1997
"2979",6077176,NA,1997
"2980",6086030,NA,1997
"2981",6086031,NA,1997
"2982",6088034,8000,1997
"2983",6093036,NA,1997
"2984",6093038,NA,1997
"2985",6093039,NA,1997
"2986",6093040,NA,1997
"2987",6093041,NA,1997
"2988",6093042,NA,1997
"2989",6095034,NA,1997
"2990",6103037,NA,1997
"2991",6103038,NA,1997
"2992",6103039,NA,1997
"2993",6103040,NA,1997
"2994",6103041,NA,1997
"2995",6103043,NA,1997
"2996",6103180,NA,1997
"2997",6107043,1000,1997
"2998",6107045,NA,1997
"2999",6107047,NA,1997
"3000",6108032,18,1997
"3001",6110040,18,1997
"3002",6110041,NA,1997
"3003",6110042,3700,1997
"3004",6110044,NA,1997
"3005",6110045,NA,1997
"3006",6110046,NA,1997
"3007",6110047,NA,1997
"3008",6111033,NA,1997
"3009",6111034,NA,1997
"3010",6112035,NA,1997
"3011",6112036,NA,1997
"3012",6112192,NA,1997
"3013",6114048,NA,1997
"3014",6114049,NA,1997
"3015",6114050,NA,1997
"3016",6114053,NA,1997
"3017",6114054,NA,1997
"3018",6114055,NA,1997
"3019",6114189,NA,1997
"3020",6114193,NA,1997
"3021",6115049,NA,1997
"3022",6115052,NA,1997
"3023",6115053,NA,1997
"3024",6115054,NA,1997
"3025",6120196,NA,1997
"3026",6121044,NA,1997
"3027",6121047,NA,1997
"3028",6121048,NA,1997
"3029",6121050,NA,1997
"3030",6121052,NA,1997
"3031",6121056,NA,1997
"3032",6121057,NA,1997
"3033",6121059,NA,1997
"3034",6121060,NA,1997
"3035",6121061,NA,1997
"3036",6121188,NA,1997
"3037",6121198,NA,1997
"3038",6125031,NA,1997
"3039",6125036,NA,1997
"3040",6125189,NA,1997
"3041",6127038,NA,1997
"3042",6127039,NA,1997
"3043",6129036,NA,1997
"3044",6133180,NA,1997
"3045",6133181,NA,1997
"3046",6145037,NA,1997
"3047",6150033,NA,1997
"3048",6150034,2254,1997
"3049",6152030,NA,1997
"3050",6153031,NA,1997
"3051",6154033,NA,1997
"3052",6156182,NA,1997
"3053",6157031,NA,1997
"3054",6159033,NA,1997
"3055",6159034,NA,1997
"3056",6159035,NA,1997
"3057",6159038,NA,1997
"3058",6159173,NA,1997
"3059",6161031,NA,1997
"3060",6161032,NA,1997
"3061",6161033,NA,1997
"3062",6161034,NA,1997
"3063",6161178,NA,1997
"3064",6165037,NA,1997
"3065",6166053,NA,1997
"3066",6166054,NA,1997
"3067",6166055,NA,1997
"3068",6166057,NA,1997
"3069",6166058,NA,1997
"3070",6166059,NA,1997
"3071",6166060,NA,1997
"3072",6166062,NA,1997
"3073",6166063,NA,1997
"3074",6166177,NA,1997
"3075",6166179,NA,1997
"3076",6170033,NA,1997
"3077",6170034,NA,1997
"3078",6171033,NA,1997
"3079",6172180,NA,1997
"3080",6179038,NA,1997
"3081",6179040,NA,1997
"3082",6179041,NA,1997
"3083",6179174,3500,1997
"3084",6183170,NA,1997
"3085",6187035,NA,1997
"3086",6187036,NA,1997
"3087",6187037,NA,1997
"3088",6187038,NA,1997
"3089",6187040,NA,1997
"3090",6187178,4265,1997
"3091",6187179,NA,1997
"3092",6191030,64.45,1997
"3093",6191031,NA,1997
"3094",6200034,NA,1997
"3095",6200038,NA,1997
"3096",6200039,NA,1997
"3097",6200040,NA,1997
"3098",6200041,NA,1997
"3099",6203035,NA,1997
"3100",6203038,NA,1997
"3101",6203182,NA,1997
"3102",6203183,NA,1997
"3103",6203185,NA,1997
"3104",6203186,NA,1997
"3105",6205038,NA,1997
"3106",6205040,NA,1997
"3107",6205041,NA,1997
"3108",6205042,NA,1997
"3109",6205182,NA,1997
